ten_cong_viec,ten_cong_ty,muc_luong,dia_chi,ngay_dang,nganh_nghe,quy_mo_cong_ty,quoc_tich_cong_ty,nam_kinh_nghiem,cap_bac,loai_hinh,loai_hop_dong,cong_nghe_su_dung,quy_trinh_phong_van,mo_ta_cong_viec,thong_tin_cong_ty,url,thoi_gian_hien_tai,url_cong_ty
['Senior Full-stack Developer'],['CÔNG TY CỔ PHẦN IZOTA'],[],"['20/33a Đồng Xoài, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 1 ngày trước'],[''],['Nhân viên'],[''],['Từ 3 năm'],['Senior'],['In Office'],['Fulltime'],"['JavaScript', 'Python', '.NET']",[],"['iZOTA focuses on accelerating digital transformation and unique productions and services to our customers . We are developing productions and services which are spreading across telecommunication, financial, media and other day-to-day activities. Therefore, you will not miss the chance to be part of a great team with interesting and challenging technical problems. \nWe are looking for candidates from junior to senior level with interests, experience and willingness to learn around new technologies, such as distributed event-stores and parallel/distributed computing frameworks (Docker, Kubernetes). Engineers who thrive at iZOTA are mindful of open-source community dynamics and equally aware of the needs of delivering great products.\nTrách nhiệm công việc\nThe successful candidate will have proven programming experience and is able to work both independently and collaboratively. You will be a crucial part of the team, so you will have the chance to make a real difference and grow your career.\nAs a developer-experienced engineer, your role is all about shaping and enhancing the developer experience including everything from pipelines and automation to tools and processes that engineers use to design, build, test and deploy services. Your role is pivotal in boosting productivity, maintaining high-quality standards, driving innovation, and optimizing costs.\nYou will be responsible for designing sophisticated software systems and services, integrating software with other distributed systems and APIs, and working with a great team of software engineers. You will be encouraged to stay curious and pick the best technology for a given problem. You will also partner with cross functional teams across product management and UI/UX design.\nEssential\nStrong grasp of software engineering principles and best practices\nWork collaboratively within one of our development teams through the entire product lifecycle, actively contributing to solution design and development of new features ensuring that high-quality, high-value software is delivered.\nProfessional experience of coding (including best practices and common conventions).\nUnderstanding of OOP (Objective Oriented Programming).\nSolid experience with Microservices Design Patterns and Architecture.\nHave demonstrable experience of build/run/deploy within a containerized environment.\nExperience of API design.\nExperience of automation.\nAbility to debug and optimize complex code.\nProactive and adaptable approach to tasks.\nExperience of architecting complex systems.\nTechnical Skills Required\nProven experience in (1 or more): .NET, JavaScript (NodeJS, Reactive JS,…), Python (Fast API, Flask, Django,…).\nKnowledge of database technologies such as MongoDB, PostreSQL hoặc GraphSQL\nNice to have:\nDefect tracking software (Jira preferred) would be advantageous.\nKnowledge of distributed version control systems.\nExperience with automated build and continuous integration suites.\nUnderstanding and ownership of best practice as a Senior Engineer (eg. TDD, SOLID, XP).\nDevOps Experience.\nKỹ năng & Chuyên môn\nEducation:\nGraduated with a IT/Computer Science/Telecommunication related degree.\nKnowledge:\nSolid development experience of working in a commercial environment.\nExperience working with agile methodologies. \nExperience:\n3+ years of experience building, shipping, and maintaining solutions of industrial experience in similar capacity.\nSkills:\nCommunication and presentation\nProblem solving\nTeamwork\nTime management\nProficient in MS Office (Word, Excel, PowerPoint…)\nPhúc lợi dành cho bạn\nWorking hours:\nMonday-Friday: 8:30 am – 5:30 pm\nSaturday: 8:30 am – 12:00 pm\nWorking address:\n20/33a Dong Xoai, Ward 13, Tan Binh District, Ho Chi Minh City\nBenefits:\nCompany provides lunch\nParticipate in insurance after probation\nWork in a young team environment, with dedicated and visionary management\nAnnual leave']","Về chúng tôi
Chế độ đãi ngộ",https://topdev.vn/viec-lam/senior-full-stack-developer-cong-ty-co-phan-izota-2034532?src=topdev_search&medium=searchresult,2024-11-03 21:38:30,https://topdev.vn/vi/nha-tuyen-dung/cong-ty-co-phan-izota-94793?src=topdev_detailjob&medium=viewcompany
['Chuyên viên Phát triển phần mềm (DEV) – Mã vị trí NHS01 (số lượng 15)'],['BIDV - Trung tâm Phát triển ngân hàng số'],['Thương lượng'],"['Tháp A Vincom, 191 Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội']",['Đăng 1 ngày trước'],['Ngân Hàng'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['Java', 'ReactJS', 'Restful Api', 'Flutter', 'Spring Boot']","['Vòng 1: Sơ tuyển hồ sơ', 'Vòng 2: Phỏng vấn (Nghiệp vụ và tiếng Anh)']","['Trách nhiệm công việc\nDev Mobile\nXây dựng framework & lập trình các ứng dụng trên nền tảng mobile.\nHỗ trợ trong quá trình kiểm tra & nghiệm thu ứng dụng mobile.\nNghiên cứu các công nghệ mới đặc biệt là về tải và bảo mật để áp dụng vào việc xây dựng ứng dụng mobile cho ngân hàng.\nXây dựng các tài liệu mô tả về phần mềm.\nThực hiện các công việc khác theo sự phân công của Lãnh đạo.\nDev Backend\nThiết kế và lập trình các APIs \nCộng tác với các thành viên của nhóm sản phẩm khác để tạo ra các giải pháp phần mềm an toàn, tin cậy và có thể mở rộng.\nRà soát, xác định các đoạn code gây lỗi và thực hiện các bản sửa lỗi.\nXác định, thực hiện và chia sẻ các giải pháp kỹ thuật.\nChủ động rà soát hiệu năng và năng lực của tất cả các khía cạnh của hệ thống: mã nguồn, cơ sở dữ liệu, cơ sở hạ tầng, dữ liệu và xử lý các thông điệp.\nNghiên cứu xu hướng công nghệ mới và thích ứng với các dự án của ngân hàng.\nXây dựng các tài liệu mô tả về phần mềm\nDev Frontend\nPhát triển các thành phần và mô-đun giao diện người dùng trên web, đáp ứng hiệu năng cao bằng cách sử dụng Angular.\nPhát triển các tính năng sản phẩm mới và ứng dụng mới trong môi trường Agile.\nLập trình trên cơ sở được thiết kế tốt, hiệu quả bằng cách sử dụng các phương pháp phát triển tốt nhất mới nhất.\nNghiên cứu công nghệ mới để thích ứng với hệ thống và các yêu cầu của nghiệp vụ.\nTối ưu hóa các ứng dụng để có khả năng mở rộng năng lực\nPhối hợp với các thành viên khác trong nhóm sản phẩm để thiết kế, thực hiện các yêu cầu về tính năng sản phẩm.\nRà soát và tái cấu trúc mã nguồn định kỳ và đột xuất.\nKỹ năng & Chuyên môn\n1. Tiêu chuẩn chung: \nLà công dân Việt Nam, có hộ khẩu thường trú tại Việt Nam. Tuổi đời không quá 35 tuổi.\nCó sức khoẻ để đảm nhiệm công tác.\nCó phẩm chất đạo đức tốt, không có tiền án, tiền sự; không trong thời gian bị truy cứu trách nhiệm hình sự, chấp hành án phạt tù, án treo, cải tạo không giam giữ, quản chế, đang chịu biện pháp giáo dục tại địa phương, đang chữa bệnh, cai nghiện…\n2. Tiêu chuẩn cụ thể:\n2.1. Trình độ chuyên môn\nTốt nghiệp Đại học trở lên, hệ chính quy (bao gồm đại học văn bằng 2, không bao gồm hình thức học liên thông lên đại học) tại các trường Đại học trong nước hoặc tốt nghiệp Đại học trở lên tại các trường Đại học nước ngoài, Đại học liên kết.\nChuyên ngành: Yêu cầu tốt nghiệp các chuyên ngành sau: Công nghệ thông tin, toán tin hoặc chuyên ngành phù hợp khác.\n2.2 Ngoại ngữ: \nỨng viên đạt 1 trong các chứng chỉ sau: TOEIC đạt 600/990, Toefl PBT/IPT đạt 500/677, Toefl CBT đạt 173/300, Toefl iBT đạt 61/120, Ielts đạt 5.5/9.0, Cambridge Exam đạt First (FCE), B2 Khung Châu Âu, 4/6 Khung năng lực ngoại ngữ 6 bậc. Chấp nhận ứng viên bổ sung chứng chỉ tiếng Anh trong thời gian 24 tháng kể từ ngày được tuyển dụng.\n2.3. Kiến thức, kỹ năng, kinh nghiệm:  \nCó kinh nghiệm phát triển ứng dụng di động Native (Swift/Objective-c/java/kotlin) hoặc sử dụng các framework như Flutter.\nCó kinh nghiệm tích hợp các Java, Spring boot, Tibco bw, Restful api, Angular, ReactJS và các SDK, thư viện trong quá trình phát triển ứng dụng. \nCó kiến thức về cấu trúc dữ liệu, giải thuật, lập trình hướng đối tượng.\nThành thạo sử dụng Git để quản lý mã nguồn.\nCó kinh nghiệm test, debug và tối ưu hiệu năng cho ứng dụng. \nCó kinh nghiệm phân tích, thiết kế UI/UX cho nền tảng di động sử dụng Adobe XD, Figma, Sketch, Invision, Balsamiq.\nKỹ năng giao tiếp, khả năng xử lý tình huống và tư duy logic tốt.\nCó khả năng làm việc độc lập, làm việc nhóm & ham học hỏi, tìm hiểu công nghệ mới.\nCó sản phẩm trên chợ ứng dụng CH Play, App store.\nCó kinh nghiệm phân tích, thiết kế UI/UX cho nền tảng di động sử dụng Adobe XD, Figma, Sketch, Invision, Balsamiq\nƯu tiên có kinh nghiệm trong lĩnh vực ngân hàng, tài chính, fintech\nƯu tiên có kinh nghiệm xây dựng ứng dụng chịu tải lớn.\nPhúc lợi dành cho bạn\nMức thu nhập đảm bảo cạnh tranh, phù hợp với năng lực và kinh nghiệm thực tế của ứng viên.\nMức thưởng sẽ căn cứ vào kết quả hoạt động của BIDV, thời gian làm việc thực tế của cán bộ tại BIDV và xếp loại thi đua của cá nhân theo quý/6 tháng/1 năm.\nBIDV rà soát đánh giá năng lực cán bộ để đề xuất nâng cấp lương: định kỳ 2 lần/năm.\nBảo hiểm: bảo hiểm y tế, bảo hiểm sức khỏe, Bảo hiểm hưu trí… theo chính sách của BIDV.\nVay vốn tín chấp, vay vốn ưu đãi dành cho cán bộ.\nDu lịch - Nghỉ dưỡng - Team building hằng năm.\nKhám sức khỏe định kỳ (gói cơ bản và nâng cao) tại các bệnh viện tuyến đầu tại Hà Nội.\nCác phúc lợi hiếu hỷ, tiền mừng sinh nhật, tiền đồng phục hàng năm.\nTham gia đầy đủ bảo hiểm xã hội theo quy định của pháp luật; bảo hiểm sức khỏe, bảo hiểm nhân thọ theo chính sách đãi ngộ .của BIDV.\nNghỉ phép năm theo quy định của Nhà nước.\nThời gian làm việc: Thứ 2 - Thứ 6; được thanh toán làm thêm giờ theo quy định']","Về chúng tôi
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (BIDV) là ngân hàng hàng đầu tại Việt Nam, hoạt động kinh doanh trong nhiều lĩnh vực như: Ngân hàng, Bảo hiểm, Chứng khoán. Với hơn 25.000 cán bộ nhân viên, BIDV nhận thức được rằng nguồn nhân lực là một nhân tố quan trọng hàng đầu cho sự phát triển và thành công của tổ chức. Vì vậy, một trong những mục tiêu quan trọng nhất của BIDV là phải xây dựng, duy trì và phát triển đội ngũ nhân viên đảm bảo đủ về số lượng và chất lượng để thực hiện thắng lợi các mục tiêu, chiến lược kinh doanh của hệ thống. ",https://topdev.vn/viec-lam/chuyen-vien-phat-trien-phan-mem-dev-ma-vi-tri-nhs01-so-luong-15-bidv-trung-tam-phat-trien-ngan-hang-so-2034641?src=topdev_search&medium=searchresult,2024-11-03 21:38:30,https://topdev.vn/nha-tuyen-dung/bidv-trung-tam-phat-trien-ngan-hang-so-94759?src=topdev_detailjob&medium=viewcompany
"['[DI6] Solution Architect (Aws, Java)- MSB - 1Y564']",['Ngân hàng TMCP Hàng Hải Việt Nam (MSB)'],['2.500 USD to 3.500 USD'],"['TNR Tower, Số 54A Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 1 ngày trước'],"['Ngân Hàng, Tài Chính, Công nghệ thông tin']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Junior, Senior']",['In Office'],['Fulltime'],"['Java', 'Python', 'AWS', 'Business Intelligence', 'Solution Architect']",[],"['Trách nhiệm công việc\n1. Quản trị Kiến trúc Công nghệ:\nXây dựng kiến trúc hiện đại có khả năng nâng cao hiệu suất phân tích tổng thể và chiến lược dựa trên dữ liệu của ngân hàng.\nThiết kế luồng dữ liệu đầu cuối, hệ thống lưu trữ, phục vụ dữ liệu và quy trình phân tích, bao gồm kiến trúc tổng thể, khả năng, nền tảng, công cụ và quy trình quản lý.\nTạo, duy trì và truyền đạt các chiến lược định vị / tiếp tục cho nền tảng dữ liệu và các khả năng / công cụ phân tích.\nGiúp xác định / cải thiện các hướng dẫn, thực hành tốt nhất và tích hợp với các giải pháp doanh nghiệp khác.\nTạo và phát triển lộ trình công nghệ phân tích và dữ liệu lớn, để phù hợp với nhu cầu kinh doanh liên tục phát triển.\nSở hữu các mối quan hệ chiến lược về công nghệ với các nhà cung cấp công nghệ và cộng đồng / đối tác bên ngoài.\n2. Tư vấn giải pháp công nghệ phục vụ nhu cầu phát triển chiến lược của MSB và tối ưu hóa vận hành:\nTổ chức và tiếp nhận, nắm bắt các yêu cầu và định hướng kinh doanh từ TGĐ và các NHCD, khối/ban hỗ trợ theo phân công của GĐ Phòng.\nPhối hợp với các đơn vị trong và ngoài MSB để tìm kiếm, cập nhật các công nghệ mới.\nTư vấn, tham mưu với GĐ Khối, các NHCD/Khối/Ban hỗ trợ về xu hướng công nghệ, lộ trình phát triển và ứng dụng công nghệ tại MSB theo phân công của GĐ Phòng.\nPhối hợp với các đơn vị xây dựng ngân sách đầu tư công nghệ hàng năm dựa trên lộ trình triển khai chiến lược và nhu cầu kinh doanh từ các đơn vị.\nTheo dõi xu hướng công nghệ và thực hiện khám phá bất kỳ công cụ / khả năng mới nào được quan tâm.\nĐánh giá khả năng phân tích và dữ liệu lớn với các nhà phân tích trong ngành và các công ty khác.\nChia sẻ trách nhiệm quản trị để đảm bảo sự phù hợp với các hướng dẫn của doanh nghiệp về bảo mật, kiểm toán, quản trị dữ liệu, quản lý siêu dữ liệu,...\nXem xét các giải pháp phân tích về khả năng tái sử dụng, khả năng mở rộng, cơ hội hợp tác và phù hợp với các hướng dẫn và thực tiễn tốt nhất đã xác định.\n3. Tổ chức phối hợp triển khai dự án:\nPhối hợp với các đơn vị tìm kiếm và lựa chọn các phương án đầu tư, nguồn lực và thời gian triển khai các dự án công nghệ.\nTham gia triển khai các dự án công nghệ cụ thể theo phân công của lãnh đạo.\n4. Quản lý kế hoạch và nguồn lực:\nPhối hợp với các thành viên khác trong Khối Công nghệ để tư vấn, tham mưu cho GĐ Phòng Quản trị Kiến trúc và Giải pháp Công nghệ về: Mục đích, mục tiêu, kế hoạch ngân sách hàng năm cho các dự án thuộc nhóm chiến lược.\nXây dựng các kế hoạch phát triển nguồn lực theo phân công của GĐ Phòng. Phối hợp và thống nhất với các đơn vị liên quan về kế hoạch triển khai.\n5. Phát triển năng lực nhóm:\nCố vấn và huấn luyện các thành viên cấp dưới trong nhóm để nâng cao khả năng dữ liệu của họ.\nXác định và khuyến khích các lĩnh vực phát triển và cải tiến trong nhóm và hỗ trợ bằng kế hoạch phát triển cá nhân.\nHuấn luyện/ đào tạo nhóm, cố vấn và phản hồi đến cấp trên với các vấn đề liên quan đến kiến trúc dữ liệu.\nKỹ năng & Chuyên môn\n1. Trình độ:\nHọc vấn: Tốt nghiệp Đại học chuyên ngành Công nghệ (Công nghệ thông tin, Khoa học máy tính, Hệ thống thông tin, Thông tin truyền thông …).\nCó bằng thạc sỹ của một trong các ngành trên là lợi thế.\nNgoại ngữ: Cấp độ 3 (Toeic 450-650 hoặc tương đương) - Có khả năng hiểu & giao tiếp tiếng Anh Khá.\n2. Kinh nghiệm:\nKinh nghiệm chuyên môn:\nCó ít nhất 3-5 năm kinh nghiệm trong lĩnh vực CNTT hoặc Tài chính - Ngân hàng.\nCó kiến thức chuyên sâu về 1 trong các lĩnh vực, công cụ, mô hình Dữ liệu (Ví dụ: Erwin, Oracle Data Modeler, ER Studio, IDA, Informatica MetaData Manager, Analyst, Axon, ...).\nCó ít nhất 3 năm kinh nghiệm triển khai kiến trúc/giải pháp dữ liệu trong lĩnh vực tài chính - ngân hàng mức độ end-to-end từ nghiệp vụ tới ứng dụng và hạ tầng triển khai.\nCó kinh nghiệm thực hành làm việc với Big data/ Data Lake như Hadoop, Spark, Kafka, SQL / NoSQL KV / Columnar / Graph, ESB và các công nghệ phân tích như R / Python, TensorFlow và / hoặc các công cụ BI như Tableau / Power BI; Ưu tiên trải nghiệm nền tảng phân tích đám mây- Cloud.\nCó kiến thức và kỹ năng thực tế về thiết kế và truy vấn cơ sở dữ liệu (SQL, Oracle DB,...).\nKinh nghiệm quản lý:\nĐã từng tham gia việc xây dựng hoặc triển khai các dự án chiến lược công nghệ trong vai trò quản lý nhóm, team lead là 1 lợi thế.\n3. Kiến thức:\nCó kiến thức chuyên sâu ở 1 trong các lĩnh vực sau: hệ thống CoreBanking, Card, CRM, BPM, ERP, HRM, API, BigData, Digital Channel, Cloud...\nCó kiến thức chuyên sâu về một trong số các tiêu chuẩn, hướng dẫn: Agile, DevSecOps, ITIL, BPMN, Cobit, Togaf\nCó kiến thức chuyên môn Information/Data Architecture, IBM Banking Data Model là một lợi thế.\nPhúc lợi dành cho bạn\nTham gia vào các siêu dự án trọng điểm, có vốn đầu tư trên 2000 tỉ đồng. định hình tương lai của Ngân hàng \nHiện thực hóa những ý tưởng sáng tạo khi tham gia toàn bộ vòng đời của dự án, từ lúc lên ý tưởng, phát triển cho đến khi triển khai thực tế. \nLàm việc cùng những đối và nhà cung cấp giải pháp hàng đầu như BCG, McKinsey, IBM, AWS, Temenos \nNâng cao kỹ năng chuyên môn thông qua việc trải nghiệm các kiến trúc và công nghệ mới nhất, tiếp cận với nhiều domain khác nhau trong lĩnh vực ngân hàng để thúc đẩy khả năng sáng tạo trong việc giải quyết các thách thức phức tạp của ngành ngân hàng. \nGói thu nhập từ 15 đến 18 tháng lương/năm (có thưởng dự án tùy vị trí công việc). Nhận mức offer cạnh tranh nếu có năng lực vượt trội.\nGiờ làm việc linh hoạt, trang phục thoải mái \nVăn phòng thiết kế theo phong cách Agile với không gian mở, bố trí linh hoạt, nhiều cây xanh, khu vực nghỉ ngơi thư giãn và pantry đầy đủ tiện nghi. \nĐược vay vốn ngân hàng lãi suất thấp, mua cổ phiếu giá ưu đãi theo chương trình dành cho người nội bộ. Kèm thêm gói Bảo hiểm sức khỏe cao cấp - MSB care, nghỉ ngày sinh nhật hưởng nguyên lương\nLàm việc trong “Ngân hàng Chuyển đổi số tiêu biểu” được vinh danh 3 năm liên tiếp bởi Hiệp hội Ngân hàng và Tập đoàn dữ liệu quốc tế (IDG)']","Về chúng tôi
Ngay từ khi thành lập, MSB đã ghi dấu ấn trong ngành Ngân hàng khi tiên phong ứng dụng Công nghệ.
Trải qua 30 năm hình thành & phát triển, MSB không ngừng tạo lập nhiều cột mốc mang tính đột phá trong ngành Tài chính - Ngân hàng:
2022, Đạt giải “Ngân hàng chuyển đổi số tiêu biểu” của năm 2021 do Hiệp hội Ngân hàng và Tập đoàn dữ liệu quốc tế (IDG) vinh danh.",https://topdev.vn/viec-lam/di6-solution-architect-aws-java-msb-1y564-ngan-hang-tmcp-hang-hai-viet-nam-msb-2034279?src=topdev_search&medium=searchresult,2024-11-03 21:38:30,https://topdev.vn/nha-tuyen-dung/ngan-hang-tmcp-hang-hai-viet-nam-msb-88684?src=topdev_detailjob&medium=viewcompany
"['Manager (JLPT N2, Sign-on Bonus)']",['NEC Vietnam'],['Thương lượng'],"['Tòa nhà Gelex, 52 Lê Đại Hành, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội', 'Lầu 9, Etown 3, 364 Cộng Hòa, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh']",['Đăng 1 ngày trước'],['Software'],['100-499 Nhân viên'],['Japan'],['Từ 5 năm'],['Trưởng phòng'],['Hybrid'],['Fulltime'],"['Manager', 'Project Manager', 'Japanese - N2', 'Japanese', 'BSE Leader']","['Vòng 1: Deputy Division Manager + HR', 'Vòng 2: Division Manager + HR']","['ONE OF THE TOP ICT JAPANESE COMPANIES IN VIETNAM.\nNEC Corp is a leader in the integration of IT and network technologies that benefit businesses and people around the world. NEC has more than 50 countries, 289 branches, and 117,418 employees worldwide. Under the company\'s corporate message of ""Orchestrating a brighter world,"" NEC aims to help solve a wide range of challenging issues and to create new social value for the changing world of tomorrow.\nEstablished in 2006, up to now, NEC Vietnam has grown with more than 200 employees in Hanoi and Ho Chi Minh City. We have been working hard to carry out many social contribution activities to bring more laughter and improve the quality of life.\nTrách nhiệm công việc\nAs a Manager, you manage opportunity analysis, pre-study, implementation, and upgrade projects of existing and new customers. This is a central role that will challenge you in complexity and efficiency. Your primary task will be to manage the projects throughout the whole cycle and ensure that the project lands within agreements, with a clear focus on quality.\nPlanning and leading implementation projects of varying size and complexity\nTogether with your project team have responsibility for delivery on time, budgets, and scope definition with high-quality\nAccurate project reporting and tracking including risk and change management and financial control\nParticipation in standardization initiatives striving for optimization of our methodologies, tools, and processes\nEnsuring good communication in the project both in relation to the internal project stakeholders and the external ones, such as the customer´s project manager and the steering committee\nBuild & manage team members including training, development, career path, etc. of each member.\nKỹ năng & Chuyên môn\nBachelor’s Degree in Computer Science/ Information Technology or equivalent major.\nMinimum 5 years to over 10 years of working experience in managing a team of 15-50 members.\nProven experience in managing budgets, project estimation, quality management, resource management, and/or risk management.\nStrong familiarity with project management software tools, methodologies (Waterfall, Scrum), and best practices.\nExperience in implementing complex projects, especially for Japanese clients.\nGood understanding of key concepts in software delivery.\nGood communication in Japanese (JLPT N2)\nCan work/ negotiate directly with Japanese clients.\nStrong team management with a high level of delivery.\nStrong presentation and client relation skills.\nPhúc lợi dành cho bạn\nSign-On Bonus (1-month salary): Available until March 31, 2025.\nWorking time: Mon-Fri, Hybrid working mode (WFH available)\n13th Salary + Year-End Reward (a half month) + Excellent Bonus\nSpecial allowance for foreign language certificate (up to 500USD/month)\nFull social package (SI, HI, UI) & Premium healthcare insurance\nAnnual Health check at the top healthcare center\n19 days of paid leave\nFree Japanese class; 1:1 class with native teachers\nUdemy account provided & Sponsor examination fee for technical certificates such as AWS, Azure, PMP, etc and get the incentive (up to 10M)\nMany company activities to tighten the relationship between employees: Company trip, Year-end Event, Team building, Sports Day, Family Day, Outing Trip, etc.\nReward Most Valuable Player (MVP) for individual & team twice a year\nSports clubs provided (100% sponsored by the company): Football, Badminton\nProfessional environment with clear procedures and well-working facilities\nOnsite opportunities: short-term and long-term assignments in Japan, and APAC.']","Về chúng tôi
NEC established its liaison office in Vietnam in the early 1990s. In line with its growth strategy, it was re-organized as NEC Vietnam Co., Ltd. in 2006, with a newfound commitment to grow the business and contribute towards the people and society of Vietnam.
In a rapidly changing business environment, we have evolved to be a comprehensive solution provider, to deliver on our core strengths of providing Solutions for Society, which involves providing social infrastructure benefiting citizens and communities.",https://topdev.vn/viec-lam/manager-jlpt-n2-sign-on-bonus-nec-vietnam-2034536?src=topdev_search&medium=searchresult,2024-11-03 21:38:30,https://topdev.vn/nha-tuyen-dung/nec-vietnam-70161?src=topdev_detailjob&medium=viewcompany
"['Backend Developer (Java, Python, NodeJS)']",['Ngân hàng TMCP An Bình (ABBANK)'],['1.500 USD to 2.200 USD'],"['36 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 1 ngày trước'],['Ngân Hàng'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 5 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Java', 'Python', 'NodeJS', 'MongoDB', 'PostgreSql']",[],"['Trách nhiệm công việc\nLập trình, phát triển các hệ thống, ứng dụng của Ngân hàng.\nTự phát triển hoặc phối hợp cùng các nhà cung cấp phát triển/ triển khai các giải pháp CNTT.\nHỗ trợ trong quá trình kiểm thử (UAT, Performance test, Pen test), thực hiện sửa lỗi (nếu phát sinh).\nPhân tích và xử lý sự cố theo phân công. Đánh giá rủi ro của các phần mềm quan trọng, đề xuất bổ sung các biện pháp kiểm soát để giảm thiểu rủi ro.\nViết tài liệu kỹ thuật, đóng góp xây dựng lộ trình, kế hoạch phát triển và cải tiến các giải pháp phần mềm.\nNghiên cứu, thử nghiệm, triển khai áp dụng các xu hướng công nghệ mới vào việc phát triển: GraphQL, Docker Container (K8s), CICD, EventSourcing, CQRS, NoSQL ...\nKỹ năng & Chuyên môn\nÍt nhất 05 năm (Chuyên viên cao cấp) / 07 năm (Chuyên gia) kinh nghiệm ở vị trí Phát triển ứng dụng ngân hàng.\nTốt nghiệp Đại học trở lên chuyên ngành về Khoa học máy tính, Công nghệ thông tin, Toán Tin hoặc các chuyên ngành liên quan.\nThành thạo về Java core Back-End, Python, NodeJS, xử lý tốt Multithread (Xử lý tối thiểu 1000-2000 giao dịch cùng lúc), Multi-processing, cơ chế Hash table, cơ chế xử lý file.\nCó kinh nghiệm về PL/SQL, thành thạo việc thiết kế CSDL trên DB Oracle, MS SQL, PostgreSQL, NoSQL, and MongoDB…\nKinh nghiệm xây dựng hệ thống micro-services có lượng giao dịch lớn. Có hiểu biết vẽ MQ, Cache...\nKinh nghiệm xây dựng các ứng dụng trên nền tảng cloud.\nKinh nghiệm với các công nghệ sau: Git, CI/CD, K8s, Docker, Linux.\nCó kiến thức về quy trình triển khai và phát triển phần mềm Waterfall/Agile.\nCó khả năng nghiên cứu công nghệ mới, học tập nhanh.\nPhúc lợi dành cho bạn\nLương và phúc lợi hấp dẫn:\nMức lương cạnh tranh, phản ánh trực tiếp kỹ năng và kinh nghiệm của ứng viên (chi tiết sẽ được thảo luận trong buổi phỏng vấn)\n13 ngày nghỉ phép linh hoạt, bao gồm ngày sinh nhật và các dịp quan trọng khác\nBảo hiểm đầy đủ theo luật lao động, cùng với ABBANK CARE - chương trình phúc lợi bổ sung đặc biệt dành cho ABBankers\nLãi suất vay ưu đãi - Quyền lợi đặc biệt dành cho nhân viên ABBANK\nCơ hội phát triển nghề nghiệp hấp dẫn:\nGia nhập các dự án chuyển đổi quy mô lớn, cộng tác cùng các chuyên gia hàng đầu để áp dụng công nghệ mới nhất trong ngành ngân hàng\nLộ trình phát triển sự nghiệp rõ ràng, được tạo điều kiện cho cả sự phát triển kỹ thuật và quản lý\nHỗ trợ đào tạo và chứng chỉ trong lĩnh vực IT, ngân hàng/tài chính\nMôi trường làm việc năng động:\nMô hình làm việc linh hoạt, trẻ trung, khuyến khích đổi mới và sáng tạo\nVăn phòng được trang bị hiện đại, kèm theo các thiết bị tiên tiến nhất dành cho nhân viên\nTổ chức thường xuyên các hoạt động ngoại khóa (team building, hội thảo, và các sự kiện văn nghệ), tạo điều kiện cho nhân viên gắn kết và phát triển']","Về chúng tôi
Ngân hàng TMCP An Bình (ABBANK) được thành lập ngày 13/05/1993, với tầm nhìn trở thành một trong những Ngân hàng TMCP hàng đầu Việt Nam tập trung vào lĩnh vực bán lẻ.
Theo đuổi chiến lược hoạt động gắn với hiệu quả và bền vững cùng phương châm “lấy sự hài lòng của khách hàng làm trọng tâm trong mọi hoạt động kinh doanh”, trong suốt chặng đường 27 năm phát triển, ABBANK luôn được đánh giá là một Ngân hàng uy tín, là người đồng hành tận tâm, đáng tin cậy của các Khách hàng, Đối tác và Nhà đầu tư.",https://topdev.vn/viec-lam/backend-developer-java-python-nodejs-ngan-hang-tmcp-an-binh-abbank-2034648?src=topdev_search&medium=searchresult,2024-11-03 21:38:30,https://topdev.vn/nha-tuyen-dung/ngan-hang-tmcp-an-binh-abbank-91848?src=topdev_detailjob&medium=viewcompany
